name,price,type,efficiency,wattage,modular,color
Zalman ACRUX,,ATX,platinum,850,Full,Black / Silver
Zalman ACRUX,,ATX,platinum,1000,Full,Black / Silver
SeaSonic S12III,,ATX,bronze,450,False,Black
Antec NeoECO,,ATX,bronze,620,False,
In Win Classic,,ATX,platinum,900,Full,
Antec VP PLUS,,ATX,plus,550,False,Black
Thermaltake Smart,,ATX,bronze,650,Semi,
FSP Group Dagger 600,,SFX,gold,600,Full,Black
Xigmatek Vector,,ATX,gold,750,Semi,
Cougar VTX,,ATX,bronze,700,False,
SHARKOON SilentStorm Icewind,,ATX,bronze,650,Semi,White / Black
NZXT HALE82 V2 700W,,ATX,bronze,700,Full,
FSP Group Everest 85PLUS 800,,ATX,bronze,800,Full,
Thermaltake TR2,,ATX,,700,False,
Corsair CX850M V2 (2017 Edition),,ATX,bronze,850,Semi,Black / White
be quiet! Power Zone 650W,,ATX,bronze,650,Full,
SeaSonic CORE GM,,ATX,gold,550,Semi,Black
Thermaltake Toughpower Grand RGB Platinum,,ATX,platinum,850,Full,Black
be quiet! TFX Power 3 300,,TFX,bronze,300,False,Black
Montech CENTURY,,ATX,gold,550,Full,Black
Antec VP,,ATX,,500,False,
Rosewill HIVE S,,ATX,bronze,1000,Full,
be quiet! Pure Power 10 CM,,ATX,silver,600,Semi,
be quiet! Pure Power 10 CM,,ATX,silver,700,Semi,
Corsair Vengeance 500,,ATX,bronze,500,False,
Apevia ATX-WA900W,,ATX,,900,False,
Apex AL-D500EXP,,ATX,,500,False,
Thermaltake TR2,,ATX,,500,False,
SeaSonic X,,ATX,gold,400,Full,
Corsair CX400,,ATX,plus,400,False,
GAMDIAS ASTRAPE M1 B,,ATX,bronze,750,False,Black / Multicolor
Thermaltake TR2 RX,,ATX,bronze,850,Semi,
FSP Group HEXA 85+,,ATX,bronze,350,False,Black
Cooler Master Silent Pro M2,,ATX,bronze,720,Semi,
Cougar GX-S,,ATX,gold,750,False,
In Win P55F,,ATX,gold,550,False,Black
Zalman zm-650-XG,,ATX,gold,650,Semi,
Zalman zm-750-XG,,ATX,gold,750,Semi,
EVGA 650 GD,,ATX,gold,650,False,Black
Rosewill LEPTON,,ATX,gold,500,Semi,Black
Silverstone VIVA,,ATX,gold,750,False,Black
SHARKOON WPM Bronze,,ATX,bronze,500,Semi,
NZXT HALE 90,,ATX,gold,1000,Full,
SeaSonic X,,ATX,gold,660,Full,
FSP Group Raider S 550,,ATX,silver,550,False,
be quiet! STRAIGHT POWER E9 680W / CM,,ATX,gold,680,Semi,
Fractal Design Newton R3,,ATX,platinum,600,Semi,
be quiet! Straight Power 10,,ATX,gold,500,False,
FSP Group FSP450-60GHS(85)-R,,SFX,bronze,450,False,
Cooler Master eXtreme Power Plus,99.95,ATX,,500,False,
Super Flower Golden Green HX,,ATX,gold,750,False,
LC-Power LC V2.31,,ATX,platinum,550,Full,Black
Fractal Design Anode Bronze,194.0,ATX,bronze,550,Semi,Black
Antec Earthwatts Green,108.11,ATX,plus,500,False,
Antec True Power,286.81,ATX,bronze,850,Full,
Thermaltake Toughpower PF3,,ATX,platinum,750,Full,Black
Inter-Tech 88882144,,TFX,,300,False,Silver
Cougar LX500,,ATX,bronze,500,Full,Black
KOLINK KL-SFX350,,SFX,bronze,350,False,Black / Green
LC-Power LC6550 V2.3,,ATX,bronze,550,False,Black
Corsair CS550M,,ATX,gold,550,Semi,
Cougar SL600,,ATX,,600,False,
LEPA N,,ATX,,500,False,
Cooler Master Elite,,ATX,,400,False,
Cooler Master eXtreme Power,,ATX,,600,False,
OCZ ModXStream Pro,,ATX,plus,500,Semi,
Deepcool PK800D,,ATX,bronze,800,False,Black
be quiet! System Power U9,,ATX,bronze,700,False,Black
be quiet! System Power 8,,ATX,plus,400,False,
FSP Group AURUM S 400W,,ATX,gold,400,False,
EVGA SuperNOVA 750 T2,,ATX,titanium,750,Full,
FSP Group AU-400FL,,ATX,gold,400,Semi,
Cooler Master MasterWatt Maker,,ATX,titanium,1200,Full,
Xigmatek NRP-PC702,,ATX,bronze,700,False,
Xigmatek Vector,,ATX,gold,850,Semi,
Silverstone Essential,,ATX,gold,650,Semi,Black / Blue
Silverstone VIVA,,ATX,gold,650,False,Black
Rosewill LEPTON 700,,ATX,gold,700,Semi,
SeaSonic Platinum,,ATX,platinum,1200,Full,
Phanteks PH-P650GS,,ATX,gold,650,False,Black
be quiet! PURE POWER L8 400W,,ATX,bronze,400,False,
SeaSonic Platinum,,ATX,platinum,520,Full,
EVGA SuperNOVA 1050 GS,,ATX,gold,1050,Full,
EVGA SuperNOVA NEX750B,,ATX,bronze,750,Semi,
Cooler Master MWE GOLD 550 V2,,ATX,gold,550,False,Black
Cooler Master Silent Pro M2,,ATX,silver,1000,Semi,
ABS Majesty,,ATX,gold,1100,Full,
Azza PSAZ-700A14,,ATX,bronze,700,False,
FSP Group FSP400-60GHS(85)-R,,SFX,bronze,400,False,
EVGA SuperNOVA 750 GA,,ATX,gold,750,Full,
Super Flower SF-1200F14MP White,,ATX,platinum,1200,Full,
Super Flower Legion GX Pro,,ATX,gold,550,Semi,Black
BitFenix Whisper M,,ATX,gold,450,Full,
Super Flower Leadex III ARGB Pro,,ATX,gold,750,Full,Black
Fractal Design Anode Bronze,155.69,ATX,bronze,750,Semi,Black
BitFenix Formula Gold 550,,ATX,gold,550,False,
be quiet! TFX Power 3 300,,TFX,gold,300,False,Black
Silverstone Strider,,ATX,silver,750,Full,
BitFenix Whisper M,,ATX,gold,750,Full,
Phanteks PH-P550GF,,ATX,gold,550,False,Black
SeaSonic PRIME SNOWSILENT,,ATX,gold,550,Full,White
be quiet! Pure Power 10 CM,,ATX,silver,400,Semi,
OCZ ZT,,ATX,bronze,650,Full,
Thermaltake TR2,,ATX,,600,False,
Zalman ZM1000-HP,,ATX,plus,1000,Full,
PC Power & Cooling Silencer MK III,,ATX,bronze,600,Semi,
Cooler Master Silent Pro M,,ATX,bronze,1000,Semi,
Rosewill Green,,ATX,plus,630,False,
SeaSonic PRIME Titanium,,ATX,titanium,1000,Full,
Montech GAMMA II,,ATX,gold,550,False,Black
be quiet! Dark Power Pro 10,,ATX,gold,550,Semi,
be quiet! Dark Power Pro 10,,ATX,gold,650,Semi,
be quiet! Dark Power Pro 10,,ATX,gold,750,Semi,
SeaSonic PRIME Gold,,ATX,gold,650,Full,
Thermaltake Toughpower DPS G RGB Titanium,,ATX,titanium,850,Full,
Super Flower Leadex III Super Pro,,ATX,bronze,650,Full,Black
Cooler Master Silent Pro M2,,ATX,bronze,620,Semi,
Silverstone Strider,,ATX,gold,700,False,
Deepcool DN400,,ATX,,400,False,
Ultra LSP750,,ATX,,750,False,
FSP Group Hydro X,,ATX,gold,550,False,
Cooler Master V Gold,,ATX,gold,750,Full,Black
FSP Group Raider 650,,ATX,bronze,650,False,
Thermaltake Toughpower,,ATX,gold,650,False,
be quiet! Pure Power L8,,ATX,bronze,500,False,
XFX P1-550S-XXB9,,ATX,bronze,550,False,
FSP Group Berserker 500,,ATX,bronze,500,False,
Thermaltake Litepower,,ATX,,350,False,
Cooler Master MWE 400,,ATX,plus,400,False,Black
LEPA MaxBron,,ATX,bronze,800,Semi,
SeaSonic S12G,,ATX,gold,550,False,
Rosewill PHOTON-1050,,ATX,gold,1050,Full,
Silverstone Strider,,ATX,silver,600,Full,
Fractal Design Integra M,,ATX,bronze,750,Semi,
be quiet! Straight Power 10,,ATX,gold,600,False,
Sentey SDP650-SS,,ATX,plus,650,False,
Sentey ERP-600-SS,,ATX,,600,False,
Thortech Thunderbolt PLUS,,ATX,gold,800,Full,
Super Flower Leadex VI Platinum PRO,,ATX,platinum,1000,Full,Black / Blue
Antec True Power,,ATX,gold,650,False,
Super Flower Leadex Gold,,ATX,gold,650,Full,
Thermaltake Smart DPS G,,ATX,gold,750,Semi,
SeaSonic SS-850HT Silver,169.0,ATX,silver,850,False,
Rosewill Capstone,,ATX,gold,750,False,
Antec High Current Pro,,ATX,platinum,1300,Full,
Nfortec Sagitta RGB,,ATX,gold,850,Full,Black
Xilence XP850MR9,,ATX,gold,850,Semi,Black / Red
be quiet! Pure Power 10,,ATX,silver,400,False,
SeaSonic X,,ATX,gold,750,Full,
Cooler Master Silent Pro Hybrid,,ATX,gold,1300,Full,
Antec True Power,,ATX,bronze,550,Full,
Thermaltake Toughpower Grand,,ATX,gold,650,Semi,
Thermaltake Toughpower Grand,,ATX,gold,750,Semi,
Rosewill Quark 1000,,ATX,platinum,1000,Full,
Antec NeoECO 650 Gold,,ATX,gold,650,Semi,Black
Antec High Current Pro,269.0,ATX,platinum,1000,Full,
Cooler Master Extreme 2,,ATX,,475,False,
Rosewill Capstone,,ATX,gold,750,Semi,
Cooler Master GXII,,ATX,bronze,750,False,
Enermax REVOLUTION X't II,,ATX,gold,750,Semi,
Raidmax RX-735AP,,ATX,bronze,735,Semi,
EVGA 450 GD,,ATX,gold,450,False,Black
SeaSonic PRIME Gold,,ATX,gold,750,Full,
SHARKOON SilentStorm Icewind,,ATX,bronze,750,Semi,White / Black
Cooler Master G450M,,ATX,bronze,450,Semi,
Enermax REVOLUTION SFX,,SFX,gold,650,Full,Black
Rosewill Lightning,,ATX,gold,1000,Semi,
SeaSonic VERTEX PX-750,,ATX,platinum,750,Full,Black / Silver
XFX Core Edition,,ATX,bronze,750,False,
SeaSonic FOCUS SGX (2021),,SFX,gold,550,Full,Black
Corsair TX750 V2,384.98,ATX,bronze,750,False,
Cougar CMX700V3,,ATX,bronze,700,Semi,
SeaSonic S12II,,ATX,bronze,750,Full,
Antec High Current Pro,,ATX,gold,750,Semi,
be quiet! Straight Power 10 CM,,ATX,gold,700,Semi,
Linkworld LPG12-35-p4,,ATX,,550,False,
Cougar COUGAR-1000CMX,,ATX,bronze,1000,False,
SeaSonic Snow Silent,,ATX,platinum,750,Full,
Raidmax Cobra,,ATX,bronze,400,False,
Thermaltake Toughpower DPS G,,ATX,gold,650,Full,
In Win IP-S300FF1-0,62.69,TFX,plus,300,False,
Cougar GX-S,,ATX,gold,650,False,
Thermaltake Toughpower iRGB PLUS 850 Platinum,,ATX,platinum,850,Full,Black
Xilence XP830R8,,ATX,bronze,830,False,Black / Red
Enermax Platimax,,ATX,platinum,1500,Full,
SeaSonic S12G,,ATX,gold,750,False,
Antec True Power,,ATX,gold,750,False,
Antec VP,,ATX,plus,550,False,
Enermax REVOLUTION X't,,ATX,gold,430,Semi,
Apevia ATX-VN500W,,ATX,,500,False,
be quiet! Pure Power 10,,ATX,bronze,350,False,
NZXT HALE90 V2 850W,,ATX,gold,850,Full,
Enermax TRIATHLOR,,ATX,bronze,550,Semi,
Cooler Master Silent Pro M,,ATX,plus,600,Full,
Cooler Master Silent Pro M,,ATX,bronze,850,Semi,
Silverstone Strider,,ATX,bronze,500,Full,
Thermaltake Toughpower XT,,ATX,bronze,575,Full,
Thermaltake TR2,,ATX,bronze,600,False,
Zalman ZM770-XT,,ATX,bronze,770,Full,
SeaSonic SS-460FL Active PFC F3,,ATX,platinum,460,Full,
Rosewill Quark 550,,ATX,platinum,550,Full,
CoolMax ZU-600B,,ATX,bronze,600,Semi,
be quiet! Pure Power L7,,ATX,plus,350,False,
Sentey XPP725-PS,,ATX,,725,Semi,
Nexus NX-5000 R3,,ATX,bronze,530,False,
Cooler Master i500,,ATX,bronze,500,False,
XFX XT,,ATX,bronze,600,False,
Raidmax Scorpio,,ATX,bronze,535,Semi,Black / Blue
Raidmax Cobra,,ATX,gold,600,Semi,
Thermaltake Smart,,ATX,bronze,1200,Semi,
FSP Group Berzerker,,ATX,bronze,500,False,
GAMDIAS ASTRAPE M1,,ATX,plus,550,False,Black / Multicolor
Xigmatek NRP-MC702,,ATX,bronze,700,Full,
Xigmatek NRP-MC1002,,ATX,bronze,1000,Full,
Zalman zm-400-LE,,ATX,,400,False,
be quiet! Dark Power Pro 11,,ATX,platinum,1200,Semi,
EVGA 550 GD,,ATX,gold,550,False,Black
RIOTORO ENIGMA G2,,ATX,gold,650,Full,Black / Yellow
RIOTORO ENIGMA G2,,ATX,gold,850,Full,Black / Yellow
RIOTORO BUILDER,,ATX,plus,600,False,Black / Red
FSP Group Hydro X,,ATX,gold,650,False,
SeaSonic X,,ATX,gold,760,Full,
Thermaltake Toughpower,,ATX,gold,550,False,
XFX TS,,ATX,gold,750,False,
FSP Group Raider S 450,,ATX,silver,450,False,
be quiet! Pure Power L8,,ATX,bronze,350,False,
be quiet! Power Zone 1000W,,ATX,bronze,1000,Full,
SeaSonic S12G,,ATX,gold,650,False,
FSP Group PT850FM,,ATX,platinum,850,Full,
SeaSonic G,,ATX,gold,450,Semi,
Rosewill ARC 650,,ATX,bronze,650,False,
OCZ ZS,,ATX,bronze,750,False,
Thermaltake Smart BX1 450,,ATX,bronze,450,False,Black
Aerocool XPredator GM,,ATX,gold,1000,Semi,Black
XFX ProSeries,,ATX,bronze,450,False,
SeaSonic ECO,,ATX,bronze,430,False,
SeaSonic PRIME Platinum,,ATX,platinum,750,Full,
Rosewill HIVE S,,ATX,bronze,650,Full,
be quiet! POWER 2,,SFX,bronze,400,False,
Fractal Design Edison M,,ATX,gold,650,Semi,
be quiet! Straight Power 12,,ATX,platinum,1500,Full,Black
Antec EDGE,,ATX,gold,650,Full,
Antec EDGE,,ATX,gold,550,Full,
PC Power & Cooling Silencer MK III,,ATX,bronze,500,Semi,
SeaSonic PRIME Ultra Gold 650,,ATX,gold,650,Full,Black
Rosewill Capstone,,ATX,gold,650,False,
Athena Power AP-TFX40,,TFX,bronze,400,False,
Cougar SL500,,ATX,,500,False,
SeaSonic X,,ATX,gold,1050,Full,
Apevia ATX-WA750W,,ATX,,750,False,
HEC HEC250SRT,,SFX,,250,False,
OCZ Z Series Gold,,ATX,gold,850,Semi,
Rosewill Green,,ATX,bronze,700,False,
Raidmax XT,,ATX,,300,False,
SeaSonic Core GC,,ATX,gold,550,False,Black / Yellow
be quiet! Pure Power L7,,ATX,plus,530,False,
Cooler Master MasterWatt TUF Gaming Alliance,,ATX,bronze,550,Semi,Black / Gray
GameMax GM,,ATX,gold,500,Semi,Black
Antec NeoECO V2,,ATX,bronze,650,Semi,Black
Gigabyte Odin GT 800,,ATX,plus,800,Semi,Black
Super Flower Leadex III ARGB,,ATX,gold,550,Full,Black
Enermax TRIATHLOR ECO,,ATX,bronze,1000,Semi,
Apex AG-M,,ATX,gold,650,Full,Black
Silverstone Strider Platinum,,ATX,platinum,1000,Full,
GAMDIAS Cyclops X1 P,,ATX,platinum,1200,Full,Black / Multicolor
Antec EA-750 Platinum,,ATX,platinum,750,False,
Athena Power AP-MFATX25,,Mini ITX,plus,250,False,
Cooler Master MPW-5502-ACABW 230V,,ATX,plus,550,False,
Azza PSAZ-850PT14,,ATX,platinum,850,Semi,
LC-Power LC V2.31,,TFX,,400,False,Black
SeaSonic PRIME Titanium,,ATX,titanium,650,Full,
SHARKOON SilentStorm Icewind,,ATX,bronze,550,Semi,White / Black
Replace Power RP-TFX-420W,,TFX,,420,False,
FSP Group ATX300-PA,,ATX,,300,False,
Antec High Current Gamer,,ATX,bronze,620,False,
Enermax ENM750AWT,,ATX,bronze,750,Semi,
Enermax EMD625AWT,,ATX,bronze,625,Full,
Thermaltake Toughpower,,ATX,gold,750,False,
Raidmax RX-500AF,,ATX,bronze,500,False,
XFX TS,,ATX,gold,650,False,
Corsair G600,,ATX,plus,600,False,
Cooler Master V850 Platinum,,ATX,platinum,850,Full,Black
EVGA SuperNOVA 1000 PQ,,ATX,platinum,1000,Semi,Black
Solid Gear SDGR-FLEX220,,Flex ATX,,220,False,
Rosewill Capstone G850,,ATX,gold,850,Semi,
OCZ Fatal1ty,,ATX,bronze,550,Full,
FSP Group Hydro PTM,,ATX,platinum,650,Full,Black
Rosewill Lightning,,ATX,gold,1300,Semi,
be quiet! System Power 10 U,,ATX,gold,850,False,Black
Xilence XP430R8,,ATX,bronze,430,False,Black / Red
Mistel MX650 FANLESS,,ATX,platinum,650,Full,Black
Fractal Design Integra R2,,ATX,bronze,750,False,
Sentey SDP550-SS,,ATX,plus,550,False,
Cooler Master Silent Pro M2,,ATX,silver,850,Semi,
Antec True Power,,ATX,gold,550,False,
FSP Group SFX Pro,,SFX,bronze,350,False,Black
Super Flower Golden Silent,,ATX,platinum,500,Semi,
Thermaltake Toughpower,,ATX,gold,1000,Semi,
Solid Gear SDGR-650E,,ATX,,650,False,
Solid Gear SDGR-750E,,ATX,,750,False,
Topower ZU-550W,61.0,ATX,,550,False,
SeaSonic SS-600ES,100.0,ATX,bronze,600,False,Gray
Cooler Master eXtreme Power Plus,99.95,ATX,,500,False,
Antec VP PLUS,,ATX,plus,550,False,
FSP Group FSP300-60LG-5K,153.74,Flex ATX,bronze,300,False,
Corsair CX-600 V3,,ATX,bronze,600,False,
Deepcool DQ550ST,,ATX,gold,550,False,
Silverstone Strider,,ATX,gold,850,Full,
be quiet! POWER 2,,SFX,bronze,300,False,
Ultra X4,,ATX,silver,850,Full,
Cougar POWERX,,ATX,bronze,700,False,
Silverstone Strider,,ATX,bronze,400,False,
be quiet! Pure Power 10,,ATX,bronze,300,False,
OCZ ZT,,ATX,bronze,550,Full,
Thermaltake Toughpower Grand,,ATX,platinum,600,Semi,
Thermaltake Toughpower Grand,,ATX,platinum,700,Semi,
SeaSonic M12II,,ATX,bronze,650,Semi,
Cougar SL400,,ATX,,400,False,
NZXT HALE90 V2 1000W,,ATX,gold,1000,Full,
Antec NeoECO,,ATX,bronze,520,False,
HEC ZEPHY580MX,,ATX,,580,False,
Cooler Master eXtreme Power,,ATX,,550,False,
Raidmax RX-450K,,ATX,,450,False,
Rosewill Green,,ATX,plus,530,False,
Thermaltake Toughpower XT,,ATX,bronze,775,Full,
Thermaltake TR2,,ATX,gold,700,False,
Cooler Master New GX,,ATX,plus,550,False,
CoolMax ZU-500B,,ATX,bronze,500,Semi,
Antec Earthwatts Green,,ATX,bronze,350,False,
Thermaltake Toughpower DPS G RGB,,ATX,titanium,1250,Full,
Thermaltake Toughpower DPS G RGB Titanium,,ATX,titanium,1000,Full,
XFX XT,,ATX,bronze,400,False,
Thermaltake Toughpower XT,,ATX,bronze,875,Full,
Cooler Master Extreme 2,,ATX,,525,False,
Enermax TRIATHLOR ECO,,ATX,bronze,800,Semi,
Super Flower Leadex Titanium,,ATX,titanium,750,Full,Black
Athena Power AP-MFATX30,,Mini ITX,bronze,300,False,
Athena Power AP-MFATX22,,Mini ITX,,220,False,
Apevia Beast,,ATX,,550,False,
be quiet! PURE POWER 9 CM,,ATX,silver,600,Semi,
Zalman zm-500-LE,,ATX,,500,False,
Fractal Design Newton R3,,ATX,platinum,1000,Semi,
Antec EarthWatts Platinum,,ATX,platinum,650,False,
Silverstone Strider,,ATX,gold,650,Full,
Zalman 850-HP Plus,,ATX,silver,850,Semi,
Segotep GM,,ATX,gold,1000,Full,Black
In Win PB,,ATX,gold,650,Full,
Antec NeoECO Classic,,ATX,bronze,550,False,Black
be quiet! Pure Power L8,,ATX,bronze,600,False,
Tacens AP II,,ATX,,500,False,Black / Green
SeaSonic FOCUS,,ATX,gold,500,Semi,Black
EVGA SuperNOVA 850 PQ,,ATX,platinum,850,Semi,Black
Cougar GX-F,,ATX,gold,650,Full,Black / Orange
Rosewill G550,,ATX,gold,550,Semi,
Cougar CMX550V3,,ATX,bronze,550,Semi,
Kuroutoshikou KRPW-L5-500W/80+,,ATX,plus,500,False,
Super Flower Leadex Silver,,ATX,silver,550,Full,
Xilence XP630R8,,ATX,bronze,630,False,Black / Red
PC Power & Cooling Fatal1ty Gaming,,ATX,gold,750,Full,Black / Red
Deepcool GamerStorm DQ-M,,ATX,gold,650,Full,Black / Silver
Azza PSAZ-1000A14,,ATX,bronze,1000,False,
Diablotek PSUL775,,ATX,,775,False,
Rosewill RD600-M,,ATX,,600,Semi,
Rosewill HIVE,,ATX,bronze,550,Semi,
Super Flower Golden Green HX,,ATX,gold,450,False,
LC-Power LC6650GP3 V2.3 230V,,ATX,silver,650,False,Black
Super Flower Leadex Gold,,ATX,gold,1300,Full,
Thermaltake Toughpower,,ATX,gold,850,Semi,
Thermaltake Toughpower DPS G,,ATX,gold,550,Full,
SeaSonic SS-400ET Bronze,98.0,ATX,bronze,400,False,
Rosewill Green,80.0,ATX,plus,430,False,
Antec Basiq,88.34,ATX,,350,False,
Rosewill VALENS-700M,,ATX,gold,700,Semi,
Corsair CX-750 V3,,ATX,bronze,750,False,
Antec VP,,ATX,,600,False,
Cooler Master V450,,ATX,gold,450,Semi,
HEC Orion,,ATX,,585,False,Black
Thermaltake Litepower,,ATX,,600,False,
SeaSonic S12G,,ATX,gold,450,False,
Deepcool GamerStorm DQ-M,,ATX,gold,750,Full,Black / Silver
SHARKOON WPC Bronze,,ATX,bronze,550,False,Black
Apevia ATX-VS450W,,ATX,,450,False,
Silverstone Strider,,ATX,bronze,600,Full,
Rosewill RD-Z,,ATX,plus,450,False,Black
Enermax TRIATHLOR,,ATX,bronze,650,Semi,
FSP Group PT1000FM,,ATX,platinum,1000,Full,
FSP Group Dagger 500,,SFX,gold,500,Full,Black
LEPA G,,ATX,gold,1600,Full,
Enermax RevoBron TGA,,ATX,bronze,500,Semi,Black
Antec High Current Pro,,ATX,gold,1200,False,
In Win GreenMe 550,,ATX,bronze,550,False,
HEC HP485D,,ATX,,485,False,
HEC XP1080,,ATX,,1080,Full,
Cooler Master eXtreme Power Plus,,ATX,,700,False,
EVGA Classified SR-2,,ATX,silver,1200,Full,
Gigabyte GE-P450P-C2,,ATX,plus,550,False,
SeaSonic SSP-300ST,,ATX,bronze,300,False,
Raidmax RX-630SS,,ATX,,630,Semi,
Rosewill Stallion,,ATX,,400,False,
Rosewill RX850-S-B,,ATX,plus,850,False,
Silverstone Strider,,ATX,silver,850,Full,
Sunbeam PSU-COM780-BK-US,,ATX,,780,Full,
Thermaltake Toughpower XT,,ATX,bronze,675,Semi,
Thermaltake TR2,,ATX,,430,False,
Zalman ZM500-HP,,ATX,,500,Semi,
Enermax Platimax,,ATX,platinum,1000,Semi,Black
Rosewill CFZ,,ATX,bronze,500,Semi,Black
Enermax NAXN ADV.,,ATX,bronze,550,False,
Antec Earthwatts Green,,ATX,bronze,450,False,
GameMax GM,,ATX,gold,1800,False,Black
Super Flower Legion GX Pro,,ATX,gold,850,Semi,Black
SeaSonic X,,ATX,platinum,460,Full,
be quiet! Pure Power L7,,ATX,plus,300,False,
be quiet! STRAIGHT POWER E9 | 400W,,ATX,gold,400,False,
be quiet! STRAIGHT POWER E9 | 450W,,ATX,gold,450,False,
Cooler Master i700,,ATX,bronze,700,False,
Cooler Master i600,,ATX,bronze,600,False,
In Win Classic,,ATX,platinum,750,Full,
BitFenix Whisper M,,ATX,gold,550,Full,
Super Flower LEADEX VII XG,,ATX,gold,750,Full,Black
Super Flower Leadex V Pro,,ATX,gold,850,Full,Black
Silverstone Strider Platinum,,ATX,platinum,1200,Full,
GAMDIAS ASTRAPE M1 B,,ATX,bronze,650,False,Black / Multicolor
Raidmax RX-635AP,,ATX,bronze,635,Semi,
Rosewill Fortress,,ATX,platinum,750,False,
SeaSonic X,,ATX,gold,650,Full,
Zalman TX,,ATX,,500,False,
Zalman TX,,ATX,,600,False,
LC-Power LC1200P V3.0,,ATX,platinum,1200,Full,Black
LC-Power LC8550 V2.31 Prophet,,ATX,bronze,550,Semi,Black / Blue
Segotep GF,,SFX,gold,750,Full,White
RIOTORO ENIGMA G2,,ATX,gold,750,Full,Black / Yellow
Sparkle R-FSP400-60ETN,,ATX,platinum,400,False,
Cougar CougarA500,,ATX,bronze,500,False,
Cooler Master V Semi-Modular,,ATX,gold,550,Semi,
Rosewill HERCULES-1600S,,ATX,gold,1600,Semi,
SeaSonic SS-350TGM Retail,,TFX,gold,350,Full,
Corsair TX850 V2,599.99,ATX,bronze,850,False,
Antec High Current Gamer,,ATX,bronze,520,False,
Cooler Master MASTERWATT MAKER MIJ,,ATX,titanium,1200,Full,
Raidmax Thunder RGB,,ATX,bronze,535,Semi,Black
Rosewill Stallion,,ATX,,700,False,
XFX Core Edition,,ATX,bronze,850,False,
be quiet! Power Zone,,ATX,bronze,850,Full,
FSP Group AU-500FL,,ATX,gold,500,Semi,
FSP Group AURUM GOLD 700,,ATX,gold,700,False,
Cooler Master Silent Pro Platinum,,ATX,platinum,1000,Semi,
Sparkle ATX-300PN-B204,,ATX,,300,False,
Cooler Master Hyper White,,ATX,plus,600,False,Black
be quiet! Pure Power L8,,ATX,bronze,500,False,
FSP Group AURUM 92+,,ATX,platinum,450,Semi,
LEPA MX-F1,,ATX,,600,False,
SilentiumPC Supremo L2,,ATX,gold,650,False,Black
FSP Group VITAL 400,,ATX,plus,400,False,
Cooler Master VSM,,ATX,gold,550,Semi,
LC-Power LC1200 V2.4,,ATX,platinum,1200,Full,Black
Cooler Master RS,,ATX,bronze,650,False,
Rosewill HERCULES-1600,,ATX,silver,1600,Semi,
Rosewill ARC M550,,ATX,bronze,550,Semi,
Silverstone Strider,,ATX,gold,1500,Full,
be quiet! Straight Power 10,,ATX,gold,400,False,
Cougar COUGAR-GX700,,ATX,gold,700,Full,
Apevia AR,,ATX,,500,False,Black
Diablotek PSUL675,,ATX,,675,False,
SeaSonic PRIME Gold,,ATX,gold,1200,Full,
SeaSonic Platinum,,ATX,platinum,520,Full,
Cooler Master GXII,,ATX,bronze,550,False,
In Win P75,,ATX,gold,750,Full,Black
Super Flower Amazon,,ATX,bronze,300,False,
Super Flower SF-1000F14MP White,,ATX,platinum,1000,Full,
SeaSonic Platinum,,ATX,platinum,1050,Full,
Thermaltake Toughpower DPS G,,ATX,gold,450,Full,
Sparkle ATX-300PA,188.09,ATX,,300,False,
LC-Power LC6 V2.31,,ATX,gold,1000,Full,White / Gray
Silverstone VA550-B,,ATX,bronze,550,False,Black
Deepcool DQ650ST,,ATX,gold,650,False,
Enermax EPM850EWT,,ATX,platinum,850,Semi,
BitFenix Formula Gold 450,,ATX,gold,450,False,
Enermax MaxTytan,,ATX,titanium,750,Full,Black
Raidmax Cobra,,ATX,bronze,600,False,
Rosewill Capstone,,ATX,gold,1000,Semi,Black
Thermaltake TR2,,ATX,bronze,750,Semi,
FSP Group AURUM CM GOLD 650,,ATX,gold,650,Semi,
SeaSonic SS-300ET Bronze,,ATX,bronze,300,False,
Zalman ACRUX,,ATX,platinum,1200,Full,Black / Silver
Antec Earthwatts Green,,ATX,bronze,430,False,
Antec True Power,,ATX,silver,1200,Semi,
Cooler Master eXtreme Power Plus,,ATX,,460,False,
Cooler Master GX,,ATX,plus,650,False,
Enermax ELT720AWT-ECO_II,,ATX,plus,720,Full,
OCZ Fatal1ty,,ATX,plus,550,Semi,
OCZ StealthXstream II,,ATX,plus,600,False,
OCZ Fatal1ty,,ATX,bronze,750,Semi,
Raidmax RX-850AE,,ATX,gold,850,Semi,
Rosewill Stallion,,ATX,,500,False,
Rosewill Stallion,,ATX,,500,False,
Rosewill RP600V2-S-SL,,ATX,,600,False,
Silverstone Nightjar,,ATX,bronze,400,False,
Silverstone Strider,,ATX,bronze,600,False,
SeaSonic SSP-350SE,,ATX,bronze,350,False,
Thermaltake Toughpower,,ATX,bronze,1000,Full,
Thermaltake Toughpower,,ATX,plus,1200,Full,
Thermaltake Black Widow,,ATX,bronze,850,Semi,
Thermaltake TR2,,ATX,gold,450,False,
Deepcool PM600D,,ATX,gold,600,False,Black
be quiet! System Power U9,,ATX,bronze,400,False,Black
Rosewill Quark 850,,ATX,platinum,850,Full,
Antec EarthWatts Platinum,,ATX,platinum,550,False,
Antec High Current Gamer,,ATX,bronze,400,Semi,
Silverstone Strider,,ATX,gold,750,Full,
OCZ Fatal1ty,,ATX,gold,1000,Semi,
