name,price,rpm,noise_level,color,size
Cooler Master Hyper 212 RGB,,"[650, 1800]","[8, 27]",,
Alpenföhn Dolomit Advanced,,"[500, 1600]",23.5,Black,
Deepcool LE500 Marrs,,"[500, 2250]",32.9,Black,240.0
Iceberg Thermal IceSLEET X9 Dual TR,64.99,"[500, 1850]","[0, 38]",Teal / Silver,
Dynatron R8,44.93,,,,
Iceberg Thermal IceSLEET X7 Dual,59.99,"[500, 1850]","[0, 38]",Teal / Silver,
Enermax Liqtech II 240,,"[500, 2300]","[14, 28]",Black,240.0
In Win SR36,159.0,"[500, 2500]",23,Black,360.0
Thermaltake A4021,24.99,2200,18,,
Corsair A50,179.95,"[1600, 2000]","[26, 31.5]",,
Cooler Master Vortex Plus,,"[800, 2800]","[17, 35]",,
ARCTIC Alpine 64 GT,,"[500, 2000]",,,
ARCTIC Alpine 64 PLUS,,"[600, 2000]",,,
Phanteks PH-TC12DX,,"[600, 1800]","[21.9, 27.6]",,
Scythe Mugen 4,,"[400, 1400]","[5.3, 28]",,
Deepcool NEPTWIN V2.0,,1300,26.6,,
ARCTIC Alpine 11 GT Rev 2,,2000,22.5,,
ARCTIC Freezer 33 eSports Edition (Black/Red),,"[200, 1800]",24.4,,
Deepcool NEPTWIN WHITE,,"[900, 1500]","[17.8, 30]",White,
Thermalright SilverArrow TR4,,"[600, 2500]","[21, 45]",Silver / Red,
GameMax Gamma 500 RGB,,"[1000, 1800]",26.3,Black / Silver,
Gelid Solutions Phantom,,"[750, 1600]","[12, 26.7]",Black / Silver,
ID-COOLING SE-207,,"[700, 1800]","[18, 35.2]",Black / White,
Thermalright AXP-90R,,2700,22.4,Silver / Gray,
Thermaltake Water 3.0 Riing Red 140,,"[400, 1500]","[18.5, 26.4]",Black / Red,140.0
ID-COOLING SE-234-ARGB V2,,"[500, 1500]","[13.8, 30.5]",,
Silverstone IceGem 280,153.3,"[600, 1600]","[9.8, 23.4]",Black,280.0
Deepcool LE720,,"[500, 2250]",32.9,Black,360.0
Silverstone NT07-AM2,25.65,"[1500, 2500]","[15, 25]",,
Dynatron K5,29.95,"[1000, 2500]","[14.7, 29.8]",,
Thermaltake Floe Riing RGB 360 TR4 Edition,249.99,"[1000, 2000]","[21.8, 33]",Black,360.0
Antec C40,,"[800, 2200]","[16, 23]",,
ARCTIC Freezer 33 TR (Black/White),,"[200, 1800]",24.4,,
Cooler Master MA410P TUF Gaming Edition,,"[650, 2000]",,Yellow / Black,
Thermalright Frost Spirit 140 V3 WHITE,,1500,25.6,White,
Cooler Master Hyper D92,,"[800, 2800]","[18, 33]",,
CRYORIG A40,,"[600, 2200]","[13, 37]",,240.0
Cooler Master Seidon 120V VER.2,,"[800, 2400]","[6.5, 27]",,120.0
Deepcool Fryzen,,"[500, 1800]","[17.8, 41.5]",Silver / Black,
Deepcool Neptwin RGB,,"[500, 1500]",27,Black / Silver,
Cougar AQUA,,"[600, 1800]",35,Black,360.0
Asus TUF Gaming LC RGB,,"[800, 2000]",29,Red / Black,240.0
ID-COOLING SE-914-XT ARGB V2,,"[600, 2200]","[14, 25.8]",,
ID-COOLING SE-902-SD,,2000,23.1,,
Antec KUHLER H2O 950,80.0,,,,120.0
Evercool EC-NK804A-925EP,19.48,2750,28.2,,
Zalman CNPS17X,44.99,"[800, 1500]",29,Black / Silver,
Iceberg Thermal IceFLOE T65,39.99,"[1000, 3000]",31.5,Silver / Teal,
Thermaltake Floe DX RGB TT Premium Edition,239.99,"[500, 1500]","[19, 23.9]",Black / Gray,360.0
RAIJINTEK JUNO-X,,"[1200, 2500]",26,Red / Black,
Deepcool Castle 280 RGB,,"[500, 1800]","[19.8, 35.4]",Black,280.0
GameMax Iceberg 240 ARGB,,1100,25,Black,240.0
Alpenföhn Glacier Water 360 High Speed,,"[500, 2200]",36.8,Black,360.0
ID-COOLING SE-214-XT,,"[500, 1500]","[16, 26.6]",,
Thermaltake Water 2.0 Pro,,"[1200, 2000]","[10, 27.36]",,120.0
Xigmatek Dark Knight II SD1283,,"[1000, 2200]",30.1,,
Corsair H50,,1700,30.32,,120.0
Antec KUHLER H2O 650,,"[600, 2400]",,,120.0
Cooler Master Hyper 412 Slim,,"[500, 1600]","[8, 30]",,
Thermaltake Water 3.0 Extreme S,,"[1000, 2000]",20,,240.0
Thermaltake Water 3.0 Performer C + LNC,,"[1200, 2000]",27.36,,120.0
ARCTIC Freezer i32,67.0,,,,
Deepcool ICE BLADE 100,,2200,31.6,,
ARCTIC Liquid Freezer 360,,"[500, 1350]",22.5,,360.0
Alpenföhn Matterhorn Pure,,"[500, 1500]","[8, 24.8]",,
Deepcool CAPTAIN 240EX RGB,,"[500, 1800]","[17.6, 31.3]",,240.0
ARCTIC Freezer 33 eSports ONE (Black/Yellow),,"[200, 1800]",24.4,Black / Yellow,
CRYORIG H7 Plus,,"[300, 1600]",25,Black / Silver,
Rosewill PB240,,"[600, 1800]",34.1,Black,240.0
ARCTIC Freezer 34 eSports DUO,,"[200, 2100]",24.4,Yellow / Black,
Scythe Mugen 5 TUF Gaming Alliance,,"[300, 1200]","[4, 24.9]",Brown / Black,
Jonsbo TW3-240,,"[800, 1500]",25,Black,240.0
Silverstone PF120-ARGB,,"[600, 2200]","[7.4, 35.6]",Black,120.0
Deepcool CAPTAIN 240 RGB V2,,"[500, 1800]",30,Black,240.0
Thermalright AXP-90R,,2700,22.4,Orange / Red,
Cougar AQUA,,"[600, 1800]",35,Black,120.0
Fractal Design Lumen S24,,"[500, 2000]","[10, 33.2]",Black,240.0
ID-COOLING SE-226-XT,,"[500, 1500]","[13.8, 30.5]",White,
RAIJINTEK Orcus 280 RGW,80.55,"[400, 1800]",28,Black,280.0
Deepcool LE520,,"[500, 2250]",32.9,Black,240.0
Zalman CNPS7000V(AL)-1-PWM,30.13,"[800, 2600]","[20, 32]",,
Zalman CNPS9500A-LED,,"[1350, 2600]","[18, 27.5]",,
RAIJINTEK PALLAS 120 RGB,119.0,"[200, 1400]",28.43,Black,
Enermax ETS-T40-TB,59.99,"[800, 1800]","[10, 21]",,
Thermaltake CLP0587,74.98,"[1200, 1800]",39,,
Silverstone AR08,38.99,"[1500, 2800]","[14.1, 27.7]",Blue / Silver,
Thermaltake Riing Silent 12 Blue,,"[300, 1400]","[13, 18]",,
SilentiumPC Navis RGB 360,,"[500, 1600]",,Black / White,360.0
Thermalright AXP90-X36,,2700,22.4,Black,
Antec KUHLER Box,,,,,
ARCTIC Freezer 13 Pro,,"[300, 1350]",,,
Corsair H40,,2000,,,120.0
Thermaltake Water 2.0 Performer,,"[1200, 2000]","[10, 27.36]",,120.0
ARCTIC Alpine 11,,"[900, 2000]",14,,
Phanteks PH-TC12DX_BK,,"[600, 1800]","[21.9, 27.6]",,
Cooler Master Nepton 140XL,,2000,"[21, 39]",,140.0
Cooler Master Nepton 120XL,,2400,"[6.5, 27]",,120.0
Enermax Liqmax II 240,,"[500, 2000]","[16, 35]",,240.0
Cooler Master V8 Ver.2,,1600,36,,
RAIJINTEK TISIS CORE EDITION,,,0,,
RAIJINTEK LETO W,,"[800, 1800]",29,Black / Blue,
LEPA NEOllusion-RGB M/B Sync,,"[400, 1800]","[14, 33]",Black,
Cooler Master MasterLiquid ML240R RGB Phantom Gaming Edition,,"[650, 2000]","[6, 30]",Black,240.0
SilentiumPC Navis RGB 280,,"[800, 1800]",,Black,280.0
ARCTIC Alpine AM4 CO,,"[100, 2700]",,Black,
GAMDIAS CHIONE P1A-360R,,"[800, 1500]","[16, 22]",Black,360.0
Enermax Aquafusion 120,,"[500, 2000]","[17, 32.6]",Black,120.0
ID-COOLING ZOOMFLOW X,,"[700, 1500]","[18, 26.4]",White,360.0
ID-COOLING SE-223 BASIC,,"[500, 1600]","[16, 20.2]",,
EK EK-Nucleus AIO CR240 Vision D-RGB,,"[500, 2200]",33.5,Black,240.0
Inter-Tech ALSEYE X360,,1600,35.6,Gray / Black,360.0
Dynatron R14,42.95,"[1500, 7000]","[16, 47.5]",,
Scythe Kotetsu,,"[400, 1400]","[5.3, 28]",,
CRYORIG A40 ULTIMATE,,"[600, 2200]","[13, 37]",,240.0
Gelid Solutions Rev. 2 Tranquillo,44.96,"[750, 1500]","[12, 25.5]",,
Enermax ETS-T50 AXE (Black),88.42,"[800, 1800]","[18.9, 25]",,
ARCTIC Freezer 33 CO,,,22.5,,
Noctua NH-U9DX 1366,,"[1000, 1600]","[7.9, 17.6]",,
Cooler Master TPC 812,,"[600, 2400]","[19, 40]",,
be quiet! Dark Rock Advanced C1,,1500,"[6.6, 18.8]",,
Thermaltake Frio Silent 12,,1400,"[12, 19.2]",,
ID-COOLING SE-214,,1800,"[16.2, 29.2]",,
Cooler Master MasterLiquid Pro 120,,"[500, 2000]","[6, 30]",,120.0
Thermalright Le Grand Macho,,,,,
Deepcool CAPTAIN 120EX WHITE,,"[500, 1800]","[17.6, 31.3]",,120.0
Deepcool LUCIFER V2,,"[300, 1400]","[12.6, 31.1]",,
Deepcool Maelstrom 120T RF,,"[600, 1800]","[17.8, 34.1]",,120.0
Enermax ETS-T50 AXE (White),,"[800, 1800]","[18.9, 25]",,
ARCTIC Freezer 33 Plus,,,22.5,,
ARCTIC Freezer 33 eSports ONE (Black/Green),,"[200, 1800]",24.4,,
ID-COOLING AURAFLOW 240 SNOW,,"[700, 1800]","[18, 35.2]",White,240.0
ARCTIC Freezer 34 eSports,,"[200, 2100]",,Green / Black,
SilentiumPC Navis RGB 120,,"[800, 2300]",,Black,120.0
GAMDIAS CHIONE M1A 240R,,"[1200, 1500]",,Black,240.0
CRYORIG H7 ULTRA,,"[300, 1600]",25,Black / Silver,
GameMax Iceberg 120,,"[600, 1800]","[25, 32]",Black,120.0
Cooler Master MasterLiquid ML240 RGB (TR4 Edition),,"[650, 2000]","[6, 30]",Black,240.0
Silverstone HE01-V2,100.99,"[500, 2000]","[18, 41]",Silver / Black,
SilentiumPC Grandis 2 XE1436,,"[500, 1600]",21,Black / Silver,
SilentiumPC Fera 3 EVO ARGB,,"[250, 1600]",,White / Silver,
Alpenföhn Glacier Water High Speed 240,,"[500, 2200]",36.8,White,240.0
Thermalright Assassin King 120 Plus,,1500,25.6,Black / Silver,
GAMDIAS CHIONE E2,,1800,,Black,120.0
Thermaltake Engine 17,,"[1500, 2500]","[11, 23]",Silver,
ID-COOLING SE-902-SD V2,,2000,23.1,,
ID-COOLING ICEFLOW 240 ARGB SNOW,,"[900, 2000]","[16, 31.5]",White,240.0
ID-COOLING FROSTFLOW X 120 SNOW,,"[700, 1800]","[18, 35.2]",White,120.0
ID-COOLING DASHFLOW 360,,"[900, 2000]","[16, 31.5]",Black,360.0
Noua Siberus TR240,,"[800, 1800]","[25, 32]",Black,240.0
Noua Siberus Pro 120,,"[800, 1800]",32,Black,120.0
Noua Sub-Zero AT240,,"[800, 2000]",31,Black,240.0
Gelid Solutions Glacier,38.99,"[500, 1600]",35,White,
RAIJINTEK EREBOSS BLACK,24.99,"[650, 1400]",28,,
Thermalright AXP-100RH,,"[900, 2500]",,Black / Red,
Inter-Tech ALSEYE X120,,1600,35.6,Gray / Black,120.0
Dynatron K199,44.95,"[1000, 5000]","[20.71, 51.7]",,
ARCTIC Alpine AM4 LP,,"[100, 2000]",,Black / White,
Thermaltake Frio,,"[1200, 2500]","[20, 43]",,
Silverstone NT07-775,,"[1200, 1800]","[15, 23]",,
StarTech FAN7751U,,4500,39,,
Zalman CNPS11X Extreme,,"[1000, 1950]","[17, 33]",,
Thermaltake CL-P0326,,4200,44,,
Antec KUHLER H2O 920,,"[700, 2400]",27.4,,120.0
Zalman CNPS12X,,"[850, 1200]","[22, 24]",,
NZXT HAVIK 140,,1200,25,,
Thermaltake Contac 16,,2400,30,,
Zalman Reserator 3 MAX,,"[1000, 2200]","[18.89, 36.7]",,120.0
ARCTIC Freezer i11,,"[500, 2000]",22.5,,
Thermalright Silver Arrow IB-E Extreme,,"[600, 2500]","[21, 45]",,
Enermax Liqmax II 120,,"[500, 2000]","[16, 35]",,120.0
SilentiumPC Spartan LT HE922,,"[800, 2000]","[9.9, 21.9]",,
Scythe FUMA,,"[300, 1400]","[13, 28]",,
Cooler Master MasterAir Pro 3,,"[650, 3000]","[6, 30]",,
ARCTIC Freezer 33 TR (Black/Red),,"[200, 1800]",24.4,,
ARCTIC Freezer 33 eSports Edition (Black/Green),,"[200, 1800]",24.4,,
ID-COOLING Auraflow 240 RGB,,"[700, 1800]","[18, 35.2]",,240.0
Deepcool CAPTAIN 360EX WHITE RGB,,"[500, 1800]","[17.6, 31.3]",,360.0
ID-COOLING FROSTFLOW+ 280,,"[800, 1600]","[16.8, 32.6]",Black / White,280.0
RAIJINTEK JUNO-X,,"[1200, 2500]",26,Blue / Black,
Antec Mercury 240 RGB,,"[900, 1800]",36,Black / White,240.0
Alphacool EISBAER LT120,,"[550, 1700]",29,Black,120.0
Rosewill ROCC-16002,,"[800, 2000]",23.6,Blue / Black,
Jonsbo CR-201 HIVES (White),,"[800, 1600]","[18, 26.1]",White,
RAIJINTEK PALLAS 120,,"[200, 1400]",28.43,Black,
GameMax Iceberg 120 ARGB,,1100,25,Black,120.0
Rosewill PB120,,"[600, 1800]",34.1,Black,120.0
Cooler Master I71C RGB,,1800,28,Silver / Black,
Scythe Katana 5,,"[300, 2300]","[7.3, 28.83]",Black / Silver,
Rosewill ROCC-17001,,"[1500, 2500]","[13, 25]",Silver,
Fractal Design Lumen S36,,"[500, 2000]","[10, 33.2]",Black,360.0
Iceberg Thermal IceSLEET G4 OC,44.99,"[600, 1400]",22.5,Black / Teal,
Iceberg Thermal IceSLEET G4 Midnight Limited Edition,53.99,"[600, 1400]",22.5,Black,
Thermalright Assassin X Plus,,1500,25.6,Black / Silver,
ID-COOLING SE-914-XT BASIC V2,,"[600, 2200]",,,
Inter-Tech ALSEYE H240,,"[800, 2000]","[13.5, 35.2]",Black,240.0
Evercool HPL-815EP,33.0,"[1000, 4000]","[12, 40]",,
Alpenföhn Glacier Water 240,217.59,"[500, 1600]",23.5,Black,240.0
In Win BR24,124.47,"[400, 1800]",35.5,Black / White,240.0
Gelid Solutions Glacier,49.99,"[500, 1600]",35,Black,
Gelid Solutions Liquid 360,,"[750, 1800]",29.6,Black,360.0
Cooler Master DK9-7E52A-0L-GP,42.99,3200,25.17,,
ARCTIC Alpine 11 Plus,,"[600, 2000]",14,,
Zalman FX100,,,0,,
Thermaltake Floe DX RGB TT Premium Edition,178.59,"[500, 1500]","[19, 23.9]",Black / Gray,240.0
Dynatron R15,44.93,,,,
RAIJINTEK MYA RBW,49.99,"[200, 1400]",28.43,Black,
Deepcool LE520,,"[500, 2250]",32.9,White,240.0
Cooler Master Hyper N520,,,19,,
Cooler Master V6 GT,,"[800, 2200]","[15, 38]",,
Thermaltake CL-P0466,,"[1000, 1600]","[19, 28]",,
Zalman CNPS9900MAX-R,,"[900, 1700]","[18, 30]",,
Rosewill RCX-Z775-LP,,"[600, 2600]","[16, 24.5]",,
Antec KUHLER H2O 620,,"[1450, 2000]",,,120.0
Phanteks PH-TC14PE_RD,,"[700, 1200]","[13.4, 19]",,
Zalman CNPS8900 Quiet,,"[1000, 1500]","[19, 25]",,
Phanteks PH-TC14PE_BK,,"[900, 1200]","[13.4, 19]",,
Cooler Master Eisberg 120L Prestige,,1600,20.5,,120.0
Thermalright MACHO 120 REV.A,,"[600, 1300]",25.4,,
Thermalright TRUE Spirit 140 POWER,,"[900, 1300]","[17, 21]",,
RAIJINTEK THEMIS,,"[1000, 1500]",24.53,,
RAIJINTEK AIDOS,,"[1000, 2200]",28.87,,
Deepcool CAPTAIN 120,,"[600, 2200]","[17.6, 39.29]",,120.0
Swiftech H240-X,,"[700, 1800]","[8.3, 28.8]",,280.0
Rosewill AIOLOS,,1500,24.6,,
Fractal Design Kelvin S24,,"[800, 1700]",26.9,,240.0
LEPA AquaChanger 240,,"[500, 2300]","[14, 35]",,240.0
Silverstone TD02-E,,"[1500, 2500]","[18, 35]",,240.0
NoFan CR-95C,,,0,,
Cooler Master GeminII S524 Ver 2,,2000,22,,
RAIJINTEK TISIS,,"[600, 1000]",23,,
Thermalright AXP-100 Muscle,,"[900, 2500]","[22, 30]",,
ID-COOLING SE-802,,2200,23.3,,
Antec Kühler H600 Pro,,"[600, 2400]","[16, 35]",,120.0
Deepcool CAPTAIN360EX,,"[500, 1800]","[17.6, 31.3]",,360.0
Phononic HEX 2.0,,"[1000, 2650]","[17, 33]",,
Deepcool Maelstrom 240,,"[600, 2200]","[17.6, 39.3]",,240.0
Alpenföhn Silvretta,,"[800, 2800]",,,
Alpenföhn Brocken 2,,1100,19,,
Thermaltake Contac 39,,"[800, 2000]","[15, 33.2]",,
OcUK 240mm Extreme,,,,,240.0
Enermax LiqTech TR4 240,,"[500, 2300]","[14, 28]",,240.0
ARCTIC Freezer 33 eSports Edition (Black/Yellow),,"[200, 1800]",24.4,,
ID-COOLING FROSTFLOW+ 240,,"[700, 1800]","[18, 35.2]",Black / White,240.0
RAIJINTEK LETO B,23.28,"[800, 1800]",29,Black / Blue,
RAIJINTEK LETO R,,"[800, 1800]",29,Black / Red,
Cooler Master MasterAir MA410M TUF Gaming Edition,,"[600, 1800]","[6, 31]",Black / Yellow,
Cooler Master ML120L TUF Gaming Alliance Edition RGB,,"[650, 2000]",15,,120.0
Scythe Choten TUF Gaming Alliance,,"[300, 1200]","[4, 24.9]",Black / Yellow,
CRYORIG C7 RGB,,"[600, 2500]",30,White,
Deepcool GAMMAXX GT TGA,,"[500, 1500]","[17.8, 27]",Black / Silver,
Enermax Liqtech II 280,,"[500, 1500]","[14, 25]",Black,280.0
upHere CC120RGB,,"[600, 1700]","[16.1, 27.7]",Black / White,120.0
Alpenföhn Brocken 3,,"[400, 1050]",22,White,
SilentiumPC Fera 3 RGB HE1224,,"[500, 1600]",,Black / Silver,
Thermalright Silver Arrow 130,,"[600, 1500]","[19, 23]",Silver,
Akasa K25,,"[600, 3000]",28.71,,
Alpenföhn Glacier Water 360,,"[500, 1600]",23.5,Black,360.0
aigo Shadow Max,,"[800, 2500]",29.6,Black,
MSI MAG CORELIQUID R,,"[500, 2000]","[14.3, 34.3]",Black,120.0
Thermaltake Water 3.0 Riing Red 280,,"[300, 1500]","[18.5, 26.4]",Black / Red,280.0
ID-COOLING DK-19 PWM,,"[600, 2200]","[14.2, 25.8]",,
ID-COOLING DK-01S,,2200,23.8,,
ID-COOLING SE-904-XT SLIM,,"[600, 2200]","[14, 25.8]",,
ID-COOLING ZOOMFLOW 360,,"[900, 2000]","[16.3, 33.5]",Black,360.0
In Win Nebula NR24,,"[400, 1800]",25,Black / White,240.0
Thermalright TA120 EX,,1850,29.6,Silver / Gray,
Deepcool AG500,,"[300, 1850]",29.4,Black / Silver,
Thermalright Frozen Magic 120,,1500,25.6,Black,120.0
Jonsbo PISA A5,,"[800, 1850]",36.8,White,
Deepcool UL551 RGB,,"[500, 1800]",26.8,Black,
Inter-Tech ALSEYE H360,,"[800, 2000]","[13.5, 35.2]",Black,360.0
Iceberg Thermal IceSLEET X6,49.99,"[500, 1850]","[0, 36]",Teal / Silver,
Rosewill RCX-Z1,39.99,"[1700, 3100]","[18, 33.4]",,
RAIJINTEK THEMIS Evo,48.86,"[1000, 1500]",24.53,,
Intel BXTS13A,69.98,,,,
Noua Disturbia,119.0,"[800, 1600]",37.8,Black / Silver,
Scythe Mugen MAX,,"[500, 1300]","[13, 30.7]",,
Alpenföhn Glacier Water 240 High Speed,,"[500, 2200]",36.8,Black,240.0
Prolimatech PRO-GNSS,80.89,"[800, 1600]",,,
Alpenföhn Glacier Water 280,,"[500, 2000]",36.4,Black,280.0
ARCTIC Freezer 13 Limited Edition,,"[600, 2000]",,,
Gelid Solutions SnowStorm,44.99,"[900, 2200]","[10, 24.1]",,
Deepcool LUCIFER K2,,"[600, 1800]","[18.2, 32.4]",,
Reeven Justice,56.1,"[300, 1500]","[4, 29.8]",,
Silverstone Argon AR10-115XS,39.99,"[500, 4000]","[18.07, 39.03]",,
ID-COOLING SE-214V3,,"[600, 2200]","[14, 35]",,
Cooler Master V10 Hybrid TEC,,"[800, 2400]",17,,
Cooler Master RR-H101-22FK-RI,,2200,22,,
Zalman CNPS10X Extreme,,"[1000, 2150]","[20, 39]",,
Zalman CNPS7000C-Cu,,"[1700, 2400]","[13.5, 24]",,
Xigmatek Thors Hammer,,,0,,
StarTech FANK8AM2,,2600,28,,
Xigmatek LOKI SD963,,"[1200, 2800]","[20, 28]",,
Thermaltake Frio OCK,,"[1200, 2100]","[21, 48]",,
Thermalright Silver Arrow,,"[500, 1300]","[17, 21]",,
Cooler Master GeminII S524,,"[800, 1800]","[15.1, 31.6]",,
Cooler Master Hyper 612,,"[600, 2000]","[9, 36]",,
Thermaltake Water 2.0 Extreme,,"[1200, 2000]",27.36,,240.0
Thermaltake CLP0600,,"[1000, 2400]","[19.3, 30]",,
Thermaltake A1964,,5500,,,
ARCTIC Freezer i30 Extreme,,"[400, 1350]",,,
Dynatron R4,,,,,
Prolimatech PRO-ARMGD,,,,,
Phanteks PH-TC12DX_RD,,"[600, 1800]","[21.9, 27.6]",,
Zalman CNPS80F,,2500,23.8,,
Thermalright TS-140,,"[900, 1300]","[17, 21]",,
Cooler Master Glacer 240L,,2400,"[19, 40.33]",,240.0
Silverstone NT06-PRO,,"[1000, 2200]",,,
ARCTIC Freezer A11,,"[500, 2000]",22.5,,
Enermax ELC-LM120S-HP,,2500,30,,120.0
Enermax Liqtech 240,,2500,30,,240.0
Thermalright TRUE Spirit 90M Rev.A,,"[800, 2000]",27,,
RAIJINTEK TISIS,,"[600, 1000]",23,,
RAIJINTEK RHEA,,"[800, 2200]",27.9,,
Deepcool GABRIEL,,"[900, 1800]","[18.2, 32.4]",,
RAIJINTEK TRITON,,"[1000, 2600]","[21.6, 36.6]",,240.0
LEPA AquaChanger 120,,"[500, 2300]","[14, 35]",,120.0
Xigmatek Gaia II,,"[800, 1500]","[16, 24]",,
Cooler Master Glacer 240L Ver. 2,,2400,"[19, 40.33]",,240.0
Thermalright Silver Arrow ITX,,"[300, 1300]","[17, 24.9]",,
ARCTIC Freezer i30,,"[400, 1350]",22.5,,
Deepcool Maelstrom 120K,,"[600, 1800]","[18.2, 32.4]",,120.0
Deepcool ASSASSIN II,,"[300, 1400]","[17.8, 27.3]",,
Raidmax Cobra 240,,"[500, 1800]",21.2,,240.0
Deepcool CAPTAIN 120 WHITE,,"[600, 2200]","[17.6, 39.29]",,120.0
Silverstone NT08-115X,36.99,"[1200, 3500]","[21.56, 62.88]",,
Thermaltake Riing Silent 12 Pro Red,,"[300, 1400]","[12, 19]",,
Scythe SCKDT-1000,,"[800, 3300]","[8.2, 32.5]",,
Alpenföhn ATLAS,,"[400, 1800]","[8, 24.3]",,
ID-COOLING IS-40V3,,"[600, 2500]","[14, 33]",,
FSP Group Windale 6,,"[600, 1600]",32,,
ARCTIC Freezer 33 eSports Edition (Black/White),,"[200, 1800]",24.4,,
ARCTIC Freezer 12 CO,,,22.5,,
Enermax ETS-N30R-TAA,,"[800, 2800]","[16, 27]",,
Zalman CNPS8X Optima,,"[1200, 2100]","[18.2, 30]",,
Enermax LIQTECH TR4 280,,"[500, 1500]","[14, 25]",Black,280.0
Cooler Master MA621P TR4,699.0,"[600, 1800]",31,Black / Silver,
Antec Mercury 120 RGB,,"[900, 1800]",36,Black / White,120.0
Antec Mercury 360 RGB,,"[900, 1800]",36,Black / White,360.0
ID-COOLING Chromaflow240,,"[900, 2000]","[16.3, 33.5]",Black,240.0
Jonsbo CR-201 HIVES (Black),,"[800, 1500]","[18.5, 30.8]",Black,
Deepcool Captain 240 Pro,,"[500, 1800]",30,Black,240.0
Enermax LIQTECH II 360,,"[500, 2300]","[14, 28]",White,360.0
Silverstone Tundra TD02-SLIM-V2,,"[800, 2200]","[16.5, 27.4]",Black / White,240.0
Akasa Nero 3,,"[500, 1500]",24.6,Black / Silver,
upHere CCF150CF,,"[600, 1800]","[16.1, 27.7]",Black,
upHere CCF150RD,,"[600, 1800]","[16.1, 27.7]",Black,
upHere C92,,"[800, 1800]","[15.1, 31.6]",Black / Red,
upHere CC2402-usa,,"[600, 1700]","[16.1, 27.7]",Black,240.0
SilentiumPC Fortis 3 RGB HE1425,,"[500, 1400]",,Black / Silver,
Reeven Justice II,,"[300, 1200]","[5.83, 25.1]",Black / Silver,
ARCTIC Freezer A13 X CO,,"[300, 2000]",,Black / White,
Akasa X4,,"[600, 2500]","[17, 29.5]",Black / Silver,
GAMDIAS BOREAS E1,,"[800, 2000]","[10, 31]",Black / Silver,
ID-COOLING IS-50 MAX RGB,,"[900, 2000]","[16, 31.5]",,
Jonsbo HX6210,,"[800, 2300]","[20, 31.6]",Black,
Jonsbo HX6240,,"[700, 1800]","[28, 37.6]",Beige,
Noua Siberus TR241,,"[800, 1800]","[25, 32]",White,240.0
ID-COOLING SE-225-XT BLACK V2,,"[700, 1800]","[15.2, 35.2]",,
Iceberg Thermal IceSLEET G3,35.99,"[600, 1200]",20.5,Black / Gray,
Evercool HPM-12025,45.0,"[800, 2500]","[15, 35]",,
Enermax ETS-T40F-W,144.85,2200,27,,
Deepcool LE300 Marrs,194.0,"[500, 2250]",32.9,Black,120.0
Silverstone NT07-115X,27.99,"[1200, 3400]","[18, 26]",,
Thermaltake CL-P0401,69.98,"[1300, 2000]","[16, 24]",,
Thermaltake CLP0552,34.98,"[800, 1700]",22,,
Dynatron K17,43.16,"[1000, 2500]","[17, 31.92]",,
Silverstone Argon AR09-115XP,35.99,"[1200, 5000]","[18.02, 42.5]",,
In Win SR24,139.0,"[500, 2500]",23,Black,240.0
Zalman 9500A,,"[1350, 2600]","[18, 27]",,
Dynatron R13,51.73,"[1100, 6000]","[19.1, 53.8]",,
Evercool HPQ-12025,,"[800, 2200]",38.1,,
Titan TTC-NC85TZ(RB),48.89,"[210, 2100]",28.8,,
Fractal Design Kelvin T12,,"[800, 1700]",26.9,,120.0
Enermax ETS-T40F-BK,70.06,"[800, 1800]","[16, 26]",,
Thermalright ARO-M14G,166.0,"[300, 1300]","[15, 21]",,
Antec KUHLER Flow,,,,,
ARCTIC Alpine 64 Pro Rev 2,,"[500, 2000]",,,
Thermaltake A4022,,1300,,,
Zalman CNPS9900ALED,,"[800, 2000]","[18, 38]",,
Evercool HPK-10025EA,,1800,23,,
Rosewill RCX-Z300,,,,,
Scythe Shuriken Rev. B 3,,"[650, 2200]","[10.5, 31.67]",,
Scythe SCMN-2000,,"[500, 1700]","[9.6, 36.4]",,
Sunbeam Twister 120,,,16,,
Zalman CNPS7700ALCULED,,"[1000, 2000]","[22.7, 37.1]",,
Phanteks PH-TC14PE_BL,,"[700, 1200]","[13.4, 19]",,
Zalman CNPS20LQ,,"[900, 2000]","[17, 36]",,120.0
Cooler Master X6 Elite,,"[600, 1800]","[9, 34.6]",,
Cooler Master Gemin II S524,,"[800, 1800]","[15.1, 31.6]",,
NZXT HAVIK 120,,"[1200, 1500]","[18, 22]",,
Zalman ZM-CNPS14X,,"[950, 1350]","[17, 21]",,
Xigmatek ld964,,"[1000, 2800]",22,,
NZXT Respire T20,,"[1300, 1800]","[26.5, 34]",,
NZXT Respire T40,,"[1300, 1800]","[26.5, 34]",,
ARCTIC Alpine 7 Pro,,"[500, 2000]",,,
Prolimatech Megahalems (No Fans),,,,,
Cooler Master RR-T612-20PK-R1,,2000,"[9, 36]",,
Silverstone AR02,,"[1200, 2800]","[16, 24]",,
Prolimatech PRO-GNSS-BK,,,0,,
Thermaltake CLP0606,,"[800, 1600]","[18, 30.2]",,
Thermaltake CLW0214,,"[1200, 2500]","[20, 43]",,120.0
Titan TTC-NK85TZ/CS2,,"[800, 2200]","[15, 35]",,
